78039 silly lifecycle lower-case@1.1.3~preinstall: no script for preinstall, continuing
78405 silly lifecycle insight@0.4.3~preinstall: no script for preinstall, continuing
78406 silly lifecycle tar-stream@0.4.7~preinstall: no script for preinstall, continuing
78407 silly lifecycle bower@1.3.12~preinstall: no script for preinstall, continuing
78408 silly lifecycle tar-fs@0.5.2~preinstall: no script for preinstall, continuing
78409 silly lifecycle through2@0.6.5~preinstall: no script for preinstall, continuing
78410 silly lifecycle wiredep@2.2.2~preinstall: no script for preinstall, continuing
78411 silly lifecycle google-cdn@0.7.0~preinstall: no script for preinstall, continuing
78412 silly lifecycle camelcase@1.2.1~preinstall: no script for preinstall, continuing
78413 silly lifecycle yargs@3.5.4~preinstall: no script for preinstall, continuing
78414 silly lifecycle uglify-js@2.4.24~preinstall: no script for preinstall, continuing
78415 silly lifecycle html-minifier@0.7.2~preinstall: no script for preinstall, continuing
78416 silly lifecycle grunt@0.4.5~preinstall: no script for preinstall, continuing
78417 silly lifecycle grunt-autoprefixer@2.2.0~preinstall: no script for preinstall, continuing
78418 silly lifecycle grunt-cli@1.2.0~preinstall: no script for preinstall, continuing
78419 silly lifecycle grunt-concurrent@1.0.1~preinstall: no script for preinstall, continuing
78420 silly lifecycle grunt-contrib-clean@0.6.0~preinstall: no script for preinstall, continuing
78421 silly lifecycle grunt-contrib-concat@0.5.1~preinstall: no script for preinstall, continuing
78422 silly lifecycle grunt-contrib-connect@0.9.0~preinstall: no script for preinstall, continuing
78423 silly lifecycle grunt-contrib-copy@0.7.0~preinstall: no script for preinstall, continuing
78424 silly lifecycle grunt-contrib-cssmin@0.12.3~preinstall: no script for preinstall, continuing
78425 silly lifecycle grunt-contrib-htmlmin@0.4.0~preinstall: no script for preinstall, continuing
78426 silly lifecycle grunt-contrib-imagemin@0.3.0~preinstall: no script for preinstall, continuing
78427 silly lifecycle grunt-contrib-uglify@0.7.0~preinstall: no script for preinstall, continuing
78428 silly lifecycle grunt-contrib-jshint@0.11.3~preinstall: no script for preinstall, continuing
78429 silly lifecycle grunt-contrib-watch@0.6.1~preinstall: no script for preinstall, continuing
78430 silly lifecycle grunt-filerev@2.3.1~preinstall: no script for preinstall, continuing
78431 silly lifecycle grunt-google-cdn@0.4.3~preinstall: no script for preinstall, continuing
78432 silly lifecycle grunt-newer@1.2.0~preinstall: no script for preinstall, continuing
78433 silly lifecycle grunt-ng-annotate@0.9.2~preinstall: no script for preinstall, continuing
78434 silly lifecycle grunt-svgmin@2.0.1~preinstall: no script for preinstall, continuing
78435 silly lifecycle grunt-usemin@3.1.1~preinstall: no script for preinstall, continuing
78436 silly lifecycle grunt-wiredep@2.0.0~preinstall: no script for preinstall, continuing
78437 silly lifecycle jshint-stylish@1.0.2~preinstall: no script for preinstall, continuing
78438 silly lifecycle load-grunt-tasks@3.5.2~preinstall: no script for preinstall, continuing
78439 silly lifecycle time-grunt@1.4.0~preinstall: no script for preinstall, continuing
78440 silly lifecycle wordwrap@0.0.2~preinstall: no script for preinstall, continuing
78441 silly doReverseSerial remove 0
78442 silly doSerial move 0
78443 silly doSerial finalize 719
78444 silly finalize D:\MyWorkSpace\mm-web\node_modules\abbrev
78445 silly finalize D:\MyWorkSpace\mm-web\node_modules\acorn
78446 silly finalize D:\MyWorkSpace\mm-web\node_modules\adm-zip
78447 silly finalize D:\MyWorkSpace\mm-web\node_modules\amdefine
78448 silly finalize D:\MyWorkSpace\mm-web\node_modules\ansi-regex
78449 silly finalize D:\MyWorkSpace\mm-web\node_modules\ansi-styles
78450 silly finalize D:\MyWorkSpace\mm-web\node_modules\archy
78451 silly finalize D:\MyWorkSpace\mm-web\node_modules\argparse\node_modules\underscore.string
78452 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-differ
78453 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-filter
78454 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-find-index
78455 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-map
78456 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-reduce
78457 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-uniq
78458 silly finalize D:\MyWorkSpace\mm-web\node_modules\array-union
78459 silly finalize D:\MyWorkSpace\mm-web\node_modules\arrify
78460 silly finalize D:\MyWorkSpace\mm-web\node_modules\asn1
78461 silly finalize D:\MyWorkSpace\mm-web\node_modules\assert-plus
78462 silly finalize D:\MyWorkSpace\mm-web\node_modules\async
78463 silly finalize D:\MyWorkSpace\mm-web\node_modules\asynckit
78464 silly finalize D:\MyWorkSpace\mm-web\node_modules\aws-sign2
78465 silly finalize D:\MyWorkSpace\mm-web\node_modules\aws4
78466 silly finalize D:\MyWorkSpace\mm-web\node_modules\balanced-match
78467 silly finalize D:\MyWorkSpace\mm-web\node_modules\base64-url
78468 silly finalize D:\MyWorkSpace\mm-web\node_modules\basic-auth
78469 silly finalize D:\MyWorkSpace\mm-web\node_modules\basic-auth-connect
78470 silly finalize D:\MyWorkSpace\mm-web\node_modules\batch
78471 silly finalize D:\MyWorkSpace\mm-web\node_modules\body-parser\node_modules\iconv-lite
78472 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower
78473 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-config\node_modules\graceful-fs
78474 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-config\node_modules\osenv
78475 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-endpoint-parser
78476 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-json\node_modules\graceful-fs
78477 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-logger
78478 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\asn1
78479 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\assert-plus
78480 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\async
78481 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\aws-sign2
78482 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\caseless
78483 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\delayed-stream
78484 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\combined-stream
78485 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\forever-agent
78486 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\form-data\node_modules\async
78487 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\graceful-fs
78488 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\hoek
78489 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\boom
78490 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\cryptiles
78491 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\lru-cache
78492 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\mime-db
78493 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\form-data\node_modules\mime-types
78494 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\form-data
78495 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\mime-types
78496 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\oauth-sign
78497 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\qs
78498 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\sntp
78499 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\hawk
78500 silly finalize D:\MyWorkSpace\mm-web\node_modules\buffer-shims
78501 silly finalize D:\MyWorkSpace\mm-web\node_modules\buffers
78502 silly finalize D:\MyWorkSpace\mm-web\node_modules\builtin-modules
78503 silly finalize D:\MyWorkSpace\mm-web\node_modules\bytes
78504 silly finalize D:\MyWorkSpace\mm-web\node_modules\camelcase
78505 silly finalize D:\MyWorkSpace\mm-web\node_modules\caniuse-db
78506 silly finalize D:\MyWorkSpace\mm-web\node_modules\browserslist
78507 silly finalize D:\MyWorkSpace\mm-web\node_modules\caseless
78508 silly finalize D:\MyWorkSpace\mm-web\node_modules\cdnjs-cdn-data\node_modules\semver
78509 silly finalize D:\MyWorkSpace\mm-web\node_modules\cdnjs-cdn-data
78510 silly finalize D:\MyWorkSpace\mm-web\node_modules\chmodr
78511 silly finalize D:\MyWorkSpace\mm-web\node_modules\coa\node_modules\q
78512 silly finalize D:\MyWorkSpace\mm-web\node_modules\coa
78513 silly finalize D:\MyWorkSpace\mm-web\node_modules\coffee-script
78514 silly finalize D:\MyWorkSpace\mm-web\node_modules\colors
78515 silly finalize D:\MyWorkSpace\mm-web\node_modules\concat-map
78516 silly finalize D:\MyWorkSpace\mm-web\node_modules\brace-expansion
78517 silly finalize D:\MyWorkSpace\mm-web\node_modules\concat-stream\node_modules\isarray
78518 silly finalize D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules\esprima
78519 silly finalize D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules\minimist
78520 silly finalize D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules\mkdirp
78521 silly finalize D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules\object-assign
78522 silly finalize D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules\uuid
78523 silly finalize D:\MyWorkSpace\mm-web\node_modules\connect-livereload
78524 silly finalize D:\MyWorkSpace\mm-web\node_modules\content-type
78525 silly finalize D:\MyWorkSpace\mm-web\node_modules\convert-source-map
78526 silly finalize D:\MyWorkSpace\mm-web\node_modules\cookie
78527 silly finalize D:\MyWorkSpace\mm-web\node_modules\cookie-signature
78528 silly finalize D:\MyWorkSpace\mm-web\node_modules\cookie-parser
78529 silly finalize D:\MyWorkSpace\mm-web\node_modules\core-util-is
78530 silly finalize D:\MyWorkSpace\mm-web\node_modules\crc
78531 silly finalize D:\MyWorkSpace\mm-web\node_modules\ctype
78532 silly finalize D:\MyWorkSpace\mm-web\node_modules\bower-registry-client\node_modules\http-signature
78533 silly finalize D:\MyWorkSpace\mm-web\node_modules\currently-unhandled
78534 silly finalize D:\MyWorkSpace\mm-web\node_modules\dashdash\node_modules\assert-plus
78535 silly finalize D:\MyWorkSpace\mm-web\node_modules\dashdash
78536 silly finalize D:\MyWorkSpace\mm-web\node_modules\date-now
78537 silly finalize D:\MyWorkSpace\mm-web\node_modules\console-browserify
78538 silly finalize D:\MyWorkSpace\mm-web\node_modules\dateformat
78539 silly finalize D:\MyWorkSpace\mm-web\node_modules\decamelize
78540 silly finalize D:\MyWorkSpace\mm-web\node_modules\decompress-zip\node_modules\nopt
78541 silly finalize D:\MyWorkSpace\mm-web\node_modules\decompress\node_modules\get-stdin
78542 silly finalize D:\MyWorkSpace\mm-web\node_modules\decompress\node_modules\nopt
78543 silly finalize D:\MyWorkSpace\mm-web\node_modules\deep-extend
78544 silly finalize D:\MyWorkSpace\mm-web\node_modules\delayed-stream
78545 silly finalize D:\MyWorkSpace\mm-web\node_modules\combined-stream
78546 silly finalize D:\MyWorkSpace\mm-web\node_modules\depd
78547 silly finalize D:\MyWorkSpace\mm-web\node_modules\destroy
78548 silly finalize D:\MyWorkSpace\mm-web\node_modules\diff
78549 silly finalize D:\MyWorkSpace\mm-web\node_modules\dom-serializer\node_modules\domelementtype
78550 silly finalize D:\MyWorkSpace\mm-web\node_modules\dom-serializer\node_modules\entities
78551 silly finalize D:\MyWorkSpace\mm-web\node_modules\dom-serializer
78552 silly finalize D:\MyWorkSpace\mm-web\node_modules\domelementtype
78553 silly finalize D:\MyWorkSpace\mm-web\node_modules\domhandler
78554 silly finalize D:\MyWorkSpace\mm-web\node_modules\domutils
78555 silly finalize D:\MyWorkSpace\mm-web\node_modules\download\node_modules\get-stdin
78556 silly finalize D:\MyWorkSpace\mm-web\node_modules\download\node_modules\nopt
78557 silly finalize D:\MyWorkSpace\mm-web\node_modules\duplexer
78558 silly finalize D:\MyWorkSpace\mm-web\node_modules\each-async
78559 silly finalize D:\MyWorkSpace\mm-web\node_modules\ee-first
78560 silly finalize D:\MyWorkSpace\mm-web\node_modules\entities
78561 silly finalize D:\MyWorkSpace\mm-web\node_modules\errorhandler\node_modules\negotiator
78562 silly finalize D:\MyWorkSpace\mm-web\node_modules\es6-promise
78563 silly finalize D:\MyWorkSpace\mm-web\node_modules\es6-symbol
78564 silly finalize D:\MyWorkSpace\mm-web\node_modules\es6-iterator
78565 silly finalize D:\MyWorkSpace\mm-web\node_modules\es5-ext
78566 silly finalize D:\MyWorkSpace\mm-web\node_modules\d
78567 silly finalize D:\MyWorkSpace\mm-web\node_modules\es6-weak-map\node_modules\es6-symbol
78568 silly finalize D:\MyWorkSpace\mm-web\node_modules\es6-weak-map\node_modules\es6-iterator
